claim_id,source_section,source_line,source_text,source_text_sha256,claim_class,datasets,units,estimand,evidence_paths,evidence_status,action,target_section,target_text,target_text_sha256,reason
R008-C0104,8.2 理想与经验容忍角,262,"| DIOR-R / 相位编码 RetinaNet | 49,502 | 26.5° | 15.0°--38.5° | 6.0° | 0.0°--12.0° |",c060174f37cfe95cb69bd9d2fa49ed4d901182c44ddec18f1c8c459ff1c49cbd,measurement_numeric,"[""DIOR-R""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.2 理想与经验容忍角,"| DIOR-R / 相位编码 RetinaNet | 49,502 | 26.5° | 15.0°--38.5° | 6.0° | 0.0°--12.0° |",c060174f37cfe95cb69bd9d2fa49ed4d901182c44ddec18f1c8c459ff1c49cbd,与 orientation-specific measurement 证据一致。
R008-C0105,8.2 理想与经验容忍角,263,"| DIOR-R / Oriented R-CNN | 54,297 | 27.0° | 15.0°--38.0° | 7.5° | 0.0°--12.0° |",0ea8ba24b8d93c92aa796ccaff5526b29559e1ada0c9ed47ed6e4d516ea698c0,measurement_numeric,"[""DIOR-R""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.2 理想与经验容忍角,"| DIOR-R / Oriented R-CNN | 54,297 | 27.0° | 15.0°--38.0° | 7.5° | 0.0°--12.0° |",0ea8ba24b8d93c92aa796ccaff5526b29559e1ada0c9ed47ed6e4d516ea698c0,与 orientation-specific measurement 证据一致。
R008-C0106,8.2 理想与经验容忍角,264,"| DIOR-R / Rotated RTMDet | 53,671 | 27.0° | 14.5°--38.0° | 7.0° | 0.0°--12.0° |",a4ad0c5d26516e897e73a9f5ae4de314ac58edab9ad3aa7b33b6ec422f6930fd,measurement_numeric,"[""DIOR-R""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.2 理想与经验容忍角,"| DIOR-R / Rotated RTMDet | 53,671 | 27.0° | 14.5°--38.0° | 7.0° | 0.0°--12.0° |",a4ad0c5d26516e897e73a9f5ae4de314ac58edab9ad3aa7b33b6ec422f6930fd,与 orientation-specific measurement 证据一致。
R008-C0107,8.2 理想与经验容忍角,265,"| FAIR1M / 相位编码 RetinaNet | 31,801 | 25.0° | 13.0°--36.0° | 0.0° | 0.0°--8.0° |",857fc49ad1b8c7806873330845d62cf8c2b7999769734d23970679b69b13f56d,measurement_numeric,"[""FAIR1M""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.2 理想与经验容忍角,"| FAIR1M / 相位编码 RetinaNet | 31,801 | 25.0° | 13.0°--36.0° | 0.0° | 0.0°--8.0° |",857fc49ad1b8c7806873330845d62cf8c2b7999769734d23970679b69b13f56d,与 orientation-specific measurement 证据一致。
R008-C0108,8.2 理想与经验容忍角,266,"| SODA-A / 相位编码 RetinaNet | 197,529 | 28.5° | 13.5°--36.5° | 0.0° | 0.0°--9.5° |",a38e5dffa2fab5f0a4f55eaf88d79efb774da8c5cf3a80790cda2a03a243a3ac,measurement_numeric,"[""SODA-A""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.2 理想与经验容忍角,"| SODA-A / 相位编码 RetinaNet | 197,529 | 28.5° | 13.5°--36.5° | 0.0° | 0.0°--9.5° |",a38e5dffa2fab5f0a4f55eaf88d79efb774da8c5cf3a80790cda2a03a243a3ac,与 orientation-specific measurement 证据一致。
R008-C0109,8.2 理想与经验容忍角,267,"| SODA-A / Oriented R-CNN | 235,428 | 30.0° | 14.5°--37.5° | 4.0° | 0.0°--10.5° |",8553432092c4190c7caaf81a27c8f4e81eb05ddc401134321b8de1ad97acd45c,measurement_numeric,"[""SODA-A""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.2 理想与经验容忍角,"| SODA-A / Oriented R-CNN | 235,428 | 30.0° | 14.5°--37.5° | 4.0° | 0.0°--10.5° |",8553432092c4190c7caaf81a27c8f4e81eb05ddc401134321b8de1ad97acd45c,与 orientation-specific measurement 证据一致。
R008-C0110,8.2 理想与经验容忍角,269,理想 $\delta_{0.50}(a)$ 与经验 IoU 0.50 容忍度在方向上相符，但真实框的 center、scale、matching 和 NMS 使分布显著扩散。当前证据仅支持部分几何对齐，不能声称已发现跨单元统一的 AP@0.75 knee。,6414e7c8148c749390c9b1359af3d481b2211f40752554b80b635510bd126744,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.2 理想与经验容忍角,理想 $\delta_{0.50}(a)$ 与经验 IoU 0.50 容忍度在方向上相符，但真实框的 center、scale、matching 和 NMS 使分布显著扩散。当前证据仅支持部分几何对齐，不能声称已发现跨单元统一的 AP@0.75 knee。,6414e7c8148c749390c9b1359af3d481b2211f40752554b80b635510bd126744,与 orientation-specific measurement 证据一致。
R008-C0111,8.3 主口径下的排序测量,271,### 8.3 主口径下的排序测量,805fe4e1ca1048965323e20a7e37ae64c67604c3104f5af304c46c0aca28441d,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.3 主口径下的排序测量,### 8.3 主口径下的排序测量,805fe4e1ca1048965323e20a7e37ae64c67604c3104f5af304c46c0aca28441d,与 orientation-specific measurement 证据一致。
R008-C0112,8.3 主口径下的排序测量,273,表 4 给出 detection score 在六个主 evaluation units 上的连续角误差排序。NRC 均小于 1，说明检测分数通常包含角度风险信息，但其强弱差异明显；这一结论是 informative ranking，而不是 calibrated probability。,b36964ed53b52e0ae573552c8ab434f3cb7ff51eb9bee606f3727e31049a5eb4,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.3 主口径下的排序测量,表 4 给出 detection score 在六个主 evaluation units 上的连续角误差排序。NRC 均小于 1，说明检测分数通常包含角度风险信息，但其强弱差异明显；这一结论是 informative ranking，而不是 calibrated probability。,b36964ed53b52e0ae573552c8ab434f3cb7ff51eb9bee606f3727e31049a5eb4,与 orientation-specific measurement 证据一致。
R008-C0113,8.3 主口径下的排序测量,275,**表 4　`ar>=2.1` 下 detection score 的连续角风险排序**,495885a64622441e40559938a89eecea7a22fe9f35f82b95b2342a8944d99083,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.3 主口径下的排序测量,**表 4　`ar>=2.1` 下 detection score 的连续角风险排序**,495885a64622441e40559938a89eecea7a22fe9f35f82b95b2342a8944d99083,与 orientation-specific measurement 证据一致。
R008-C0114,8.3 主口径下的排序测量,277,| 数据集 / 检测器 | retained n | retained ratio | NRC | AURC | Risk@70 | Risk@90 |,87960cfc844a034c2b54037ea8d161cc418493a4b9f4bb625b3bd78c92df47fb,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.3 主口径下的排序测量,| 数据集 / 检测器 | retained n | retained ratio | NRC | AURC | Risk@70 | Risk@90 |,87960cfc844a034c2b54037ea8d161cc418493a4b9f4bb625b3bd78c92df47fb,与 orientation-specific measurement 证据一致。
R008-C0115,8.3 主口径下的排序测量,279,"| DIOR-R / 相位编码 RetinaNet | 25,065 | 0.5716 | 0.6082 | 1.2075 | 1.4346° | 1.5866° |",53272268cfce75b18ff5b2f0017133e755438232af581c5b0f958e34799e7172,measurement_numeric,"[""DIOR-R""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.3 主口径下的排序测量,"| DIOR-R / 相位编码 RetinaNet | 25,065 | 0.5716 | 0.6082 | 1.2075 | 1.4346° | 1.5866° |",53272268cfce75b18ff5b2f0017133e755438232af581c5b0f958e34799e7172,与 orientation-specific measurement 证据一致。
R008-C0116,8.3 主口径下的排序测量,280,"| DIOR-R / Oriented R-CNN | 27,671 | 0.5778 | 0.5741 | 1.3528 | 1.5598° | 1.7512° |",f5189961a8d8bc51efb659069e25a54d93ace399d81168e803ec74b287e87482,measurement_numeric,"[""DIOR-R""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.3 主口径下的排序测量,"| DIOR-R / Oriented R-CNN | 27,671 | 0.5778 | 0.5741 | 1.3528 | 1.5598° | 1.7512° |",f5189961a8d8bc51efb659069e25a54d93ace399d81168e803ec74b287e87482,与 orientation-specific measurement 证据一致。
R008-C0117,8.3 主口径下的排序测量,281,"| DIOR-R / Rotated RTMDet | 27,385 | 0.5719 | 0.4653 | 1.3786 | 1.6090° | 1.9066° |",7499e89231e21055e39287405b777f5e9fdc09db51bcd306663d0b10c6d895c7,measurement_numeric,"[""DIOR-R""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.3 主口径下的排序测量,"| DIOR-R / Rotated RTMDet | 27,385 | 0.5719 | 0.4653 | 1.3786 | 1.6090° | 1.9066° |",7499e89231e21055e39287405b777f5e9fdc09db51bcd306663d0b10c6d895c7,与 orientation-specific measurement 证据一致。
R008-C0118,8.3 主口径下的排序测量,282,"| FAIR1M / 相位编码 RetinaNet | 15,120 | 0.5791 | 0.9379 | 2.2225 | 2.2998° | 2.3004° |",cd5375bfd44bc6c34df1b15b113256771a80ecfa8991d3411c850a265b9780af,measurement_numeric,"[""FAIR1M""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.3 主口径下的排序测量,"| FAIR1M / 相位编码 RetinaNet | 15,120 | 0.5791 | 0.9379 | 2.2225 | 2.2998° | 2.3004° |",cd5375bfd44bc6c34df1b15b113256771a80ecfa8991d3411c850a265b9780af,与 orientation-specific measurement 证据一致。
R008-C0119,8.3 主口径下的排序测量,283,"| SODA-A / 相位编码 RetinaNet | 101,102 | 0.6416 | 0.8113 | 1.7827 | 1.8733° | 1.9817° |",515626d22afc15445fe23ee3ed98ce51486c216cf58479f0be004a4fbc328efe,measurement_numeric,"[""SODA-A""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.3 主口径下的排序测量,"| SODA-A / 相位编码 RetinaNet | 101,102 | 0.6416 | 0.8113 | 1.7827 | 1.8733° | 1.9817° |",515626d22afc15445fe23ee3ed98ce51486c216cf58479f0be004a4fbc328efe,与 orientation-specific measurement 证据一致。
R008-C0120,8.3 主口径下的排序测量,284,"| SODA-A / Oriented R-CNN | 120,925 | 0.6290 | 0.6878 | 1.8254 | 2.0645° | 2.2053° |",fa72812e2fc88a85e4dbc6f8e01101f774ac31b30c250e4e84e0907f03805e22,measurement_numeric,"[""SODA-A""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.3 主口径下的排序测量,"| SODA-A / Oriented R-CNN | 120,925 | 0.6290 | 0.6878 | 1.8254 | 2.0645° | 2.2053° |",fa72812e2fc88a85e4dbc6f8e01101f774ac31b30c250e4e84e0907f03805e22,与 orientation-specific measurement 证据一致。
R008-C0121,8.3 主口径下的排序测量,286,DOTA clean units 的 detection-score NRC 分别为 0.6912（Oriented R-CNN）和 0.6458（Rotated RTMDet-M），与“检测分数通常 informative、但远非 oracle”这一边界一致。,18cace67eeccfeafa24945de1442b30fea3a052f37b969f4122fc17859889c93,measurement_numeric,"[""DOTA""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.3 主口径下的排序测量,DOTA clean units 的 detection-score NRC 分别为 0.6912（Oriented R-CNN）和 0.6458（Rotated RTMDet-M），与“检测分数通常 informative、但远非 oracle”这一边界一致。,18cace67eeccfeafa24945de1442b30fea3a052f37b969f4122fc17859889c93,与 orientation-specific measurement 证据一致。
R008-C0122,8.4 固定尺寸分箱的几何分析,288,### 8.4 固定尺寸分箱的几何分析,90be8b8cb2f0aaf69ca7a563a6e6833a3b1d88d3bc2c367c15c7e19585d921bc,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.4 固定尺寸分箱的几何分析,### 8.4 固定尺寸分箱的几何分析,90be8b8cb2f0aaf69ca7a563a6e6833a3b1d88d3bc2c367c15c7e19585d921bc,与 orientation-specific measurement 证据一致。
R008-C0123,8.4 固定尺寸分箱的几何分析,290,为排除非线性几何分析只是在利用 size prior，本文在固定 small/medium/large bins 内比较 detection score、score+$\log a$ 线性模型、score+$\log a$+$\log$ size 线性模型以及非线性几何诊断分数。15 个可用 bins 中有 11 个的 image-cluster bootstrap 区间支持非线性分数优于 score+$\log a$+$\log$ size，覆盖多个数据集、检测器和尺寸层。,48a28c2f51609f85890afa91b904a55f34877a65297997dcc363107b5121a0e6,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.4 固定尺寸分箱的几何分析,为排除非线性几何分析只是在利用 size prior，本文在固定 small/medium/large bins 内比较 detection score、score+$\log a$ 线性模型、score+$\log a$+$\log$ size 线性模型以及非线性几何诊断分数。15 个可用 bins 中有 11 个的 image-cluster bootstrap 区间支持非线性分数优于 score+$\log a$+$\log$ size，覆盖多个数据集、检测器和尺寸层。,48a28c2f51609f85890afa91b904a55f34877a65297997dcc363107b5121a0e6,与 orientation-specific measurement 证据一致。
R008-C0124,8.4 固定尺寸分箱的几何分析,292,**表 5　固定尺寸分箱内的非线性几何诊断证据**,f48632474d3795f424641d8369e2bd7dd000ab9c529bf9fc4d0d7dc718191e40,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.4 固定尺寸分箱的几何分析,**表 5　固定尺寸分箱内的非线性几何诊断证据**,f48632474d3795f424641d8369e2bd7dd000ab9c529bf9fc4d0d7dc718191e40,与 orientation-specific measurement 证据一致。
R008-C0125,8.4 固定尺寸分箱的几何分析,294,| evaluation unit | 可用 bins | 显著支持 bins | 代表性 $\Delta$NRC（线性−非线性） |,c66ce3c2bfbc9957b4b8027116486fbbed18593c4a38119422b4e8a90b82ed7d,measurement_boundary,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.4 固定尺寸分箱的几何分析,| evaluation unit | 可用 bins | 显著支持 bins | 代表性 $\Delta$NRC（线性−非线性） |,c66ce3c2bfbc9957b4b8027116486fbbed18593c4a38119422b4e8a90b82ed7d,与 orientation-specific measurement 证据一致。
R008-C0126,8.4 固定尺寸分箱的几何分析,296,| DIOR-R / 相位编码 RetinaNet | 3 | 2 | medium 0.1388；large 0.1510 |,d72ef7366fa6464de15069a6fa8b6d6cda083475886171fdd436e743814783e3,measurement_numeric,"[""DIOR-R""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.4 固定尺寸分箱的几何分析,| DIOR-R / 相位编码 RetinaNet | 3 | 2 | medium 0.1388；large 0.1510 |,d72ef7366fa6464de15069a6fa8b6d6cda083475886171fdd436e743814783e3,与 orientation-specific measurement 证据一致。
R008-C0127,8.4 固定尺寸分箱的几何分析,297,| DIOR-R / Oriented R-CNN | 3 | 3 | small 0.0419；medium 0.2206；large 0.1850 |,3986aedc1aecdab3f907b61a4af77476a0b53e34bd95eeb3f5d44cb05520579c,measurement_numeric,"[""DIOR-R""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.4 固定尺寸分箱的几何分析,| DIOR-R / Oriented R-CNN | 3 | 3 | small 0.0419；medium 0.2206；large 0.1850 |,3986aedc1aecdab3f907b61a4af77476a0b53e34bd95eeb3f5d44cb05520579c,与 orientation-specific measurement 证据一致。
R008-C0128,8.4 固定尺寸分箱的几何分析,298,| DIOR-R / Rotated RTMDet | 3 | 3 | small 0.0386；medium 0.1642；large 0.0781 |,c72d28799d9b37b0fdf7fb131a34e42e422c296b12e533db6db8d51e557f49e3,measurement_numeric,"[""DIOR-R""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.4 固定尺寸分箱的几何分析,| DIOR-R / Rotated RTMDet | 3 | 3 | small 0.0386；medium 0.1642；large 0.0781 |,c72d28799d9b37b0fdf7fb131a34e42e422c296b12e533db6db8d51e557f49e3,与 orientation-specific measurement 证据一致。
R008-C0129,8.4 固定尺寸分箱的几何分析,299,| FAIR1M / 相位编码 RetinaNet | 2 | 0 | 结果不稳定，完整保留 |,223c4683a295c7da6f9d61db5df3f7ea27096991289ba1743508b8f5036d4160,measurement_numeric,"[""FAIR1M""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.4 固定尺寸分箱的几何分析,| FAIR1M / 相位编码 RetinaNet | 2 | 0 | 结果不稳定，完整保留 |,223c4683a295c7da6f9d61db5df3f7ea27096991289ba1743508b8f5036d4160,与 orientation-specific measurement 证据一致。
R008-C0130,8.4 固定尺寸分箱的几何分析,300,| SODA-A / 相位编码 RetinaNet | 2 | 2 | small 0.0404；medium 0.0538 |,66d873dec024cb60c389511f23974df48e02c55389f2059499f4f4b400b051f9,measurement_numeric,"[""SODA-A""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.4 固定尺寸分箱的几何分析,| SODA-A / 相位编码 RetinaNet | 2 | 2 | small 0.0404；medium 0.0538 |,66d873dec024cb60c389511f23974df48e02c55389f2059499f4f4b400b051f9,与 orientation-specific measurement 证据一致。
R008-C0131,8.4 固定尺寸分箱的几何分析,301,| SODA-A / Oriented R-CNN | 2 | 1 | small 0.0146 |,c4db531a9b9f48e830563e94bd67d5cebcf02740b7b19bfcbb8c331d342b2c67,measurement_numeric,"[""SODA-A""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.4 固定尺寸分箱的几何分析,| SODA-A / Oriented R-CNN | 2 | 1 | small 0.0146 |,c4db531a9b9f48e830563e94bd67d5cebcf02740b7b19bfcbb8c331d342b2c67,与 orientation-specific measurement 证据一致。
