claim_id,manuscript_section,line,text,text_sha256,claim_family,dataset,unit,estimand,result_row_keys,generator_script,input_manifest,gate,status,action,reason
R009-C075,8.4 固定尺寸分箱的几何分析,270,为排除非线性几何分析只是在利用 size prior，本文在固定 small/medium/large bins 内比较 detection score、score+$\log a$ 线性模型、score+$\log a$+$\log$ size 线性模型以及非线性几何诊断分数。15 个可用 bins 中有 11 个的 image-cluster bootstrap 区间支持非线性分数优于 score+$\log a$+$\log$ size，覆盖多个数据集、检测器和尺寸层。,48a28c2f51609f85890afa91b904a55f34877a65297997dcc363107b5121a0e6,measurement definition,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C076,8.4 固定尺寸分箱的几何分析,272,**表 5　固定尺寸分箱内的非线性几何诊断证据**,f48632474d3795f424641d8369e2bd7dd000ab9c529bf9fc4d0d7dc718191e40,measurement definition,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C077,8.5 历史探索性审计,287,历史认证前沿的实现与证据链未完成闭环，相关表格和数字不作为本文结果。本文仅保留风险—覆盖、场景统计和可复算性边界的测量定义。,a0fa373d5d61075eaf16c561de27fdf60d5825f3cce166688a86471a82215ada,historical certification quarantine,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C078,9 人工标注不确定性审计,289,## 9 人工标注不确定性审计,7822b86d3b8a54a86964540e97905d11e0f08caf3a57c9351490d9db9cfb12c1,human annotation boundary,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C079,9.1 独立双标,293,两名真实标注者独立、互盲地处理 600 个 canonical targets，DIOR-R、FAIR1M 和 SODA-A 各 200。两人均给出数值角度的 primary 子集为 450 对：DIOR-R 122、FAIR1M 169、SODA-A 159。圆周分歧按源图像 cluster bootstrap 计算。,73269d802e4e3de9d32e5fb0d2dd37731fb23b0cd6746b65854aa276e3bc31ef,human annotation boundary,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C080,9.2 标注者与 official GT 的差异,304,### 9.2 标注者与 official GT 的差异,f938a154767b672b88a3007fd91365b0ecb5f375792978c78a9b1e7917cdd561,human annotation boundary,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C081,9.2 标注者与 official GT 的差异,306,将每名标注者的数值角度分别与 official GT 做 le90 圆周比较，得到表 8。此处使用“差异”而非“误差”：official GT 是数据集参考标注，不被假定为绝对无误差真值。,e9ec833d9408e3db1242f020f26897083e8e2d02f8de948ef8afe8ae14c47510,human annotation boundary,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C082,9.3 风险阈值解释与未完成仲裁,317,### 9.3 风险阈值解释与未完成仲裁,f98ad2b8dbb9122b63c67b7a922de819d10ea03b8fb73816d26ef4b039b338ec,measurement definition,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C083,9.3 风险阈值解释与未完成仲裁,326,第三标注员的 150 个样本已经分层固定为每数据集 50，包括高分歧/ambiguous 边界与随机低分歧对照，但真人结果数仍为 0。三人 circular-median consensus 和 adjudication 尚未形成，本文不把人工标注写成完全闭环。,1ae2e59f0f7aef160f22fe2d51d8f1b6b3036160b21314749e22a4e5f2df473a,human annotation boundary,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C084,10 工具箱,334,3. NRC、AURC、risk-coverage、Risk@70/90；,5465d7be986634409d8180fd5164ea720d184ebf65b5e4ee01c18fbfdd0b774c,NRC/AURC,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C085,10 工具箱,340,9. AP@0.75、detection-score NRC 和 scene-risk workpoint 的统一命令行输出。,0e99c05d28aced92e9044e41c48cf2e5ca25b6467f996eade9d69855ee663247,full-evaluator AP,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C086,11.1 测量协议回答什么,346,### 11.1 测量协议回答什么,9b79ea8aafdb809c53cedd9360dedc44c05f2742eef9a620830fc1615b7cf3ca,measurement definition,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C087,11.1 测量协议回答什么,348,AP 回答检测系统在给定 IoU 阈值下的综合排序和匹配质量；NRC/AURC 回答可靠性分数能否优先保留低角度风险实例；几何归一化事件回答同一角误差在不同形状上是否具有相近几何严重性；场景级统计审计回答不同交换单位如何改变风险估计和有效样本量。这四层互补，但不能互相替代。,3f472d5966ddcf543e2c4df4f6373ceb7fde868afdcb3972867b1b940a3f2d75,NRC/AURC,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C088,11.1 测量协议回答什么,350,完整评测器扰动和经验容忍度共同说明，AP@0.5 的弱敏感性存在明确几何来源，而 AP@0.75 通常更早响应。然而，真实中心、尺度和匹配竞争使理想曲线无法直接预测 AP。原始预测持久化不完整也阻止了统一固定剂量 knee 的确认，因此本文只保留部分对齐结论。,6fee434de1a6f90f7dee9ba88a8bac74d8294967de47262f151c2e8597d68063,full-evaluator AP,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C089,11.2 统计认证的边界,352,### 11.2 统计认证的边界,e5c86d4b49a44dc9a5d771ab07e9ac66d0e51c200db9783c1b4374ee3fab8fdd,historical certification quarantine,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C090,11.2 统计认证的边界,354,本文不把历史探索性认证结果写成方法成功或科学负结果。可以保留的结论是：实例数很多不等于可交换样本很多，空场景记零会改变风险解释；若要作正式认证，必须先闭合生成端、统计单位、输入身份和独立复核。,5fef3ef0ae2779431c32b97f391fe8726506446e8daab96a0eccdd2346ee9ea5,historical certification quarantine,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C091,11.3 标注不确定性的边界,356,### 11.3 标注不确定性的边界,5d55018d10673bd09c8f9753b3780410b4adb5fff619bf7aa05655ae09551167,human annotation boundary,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C092,11.3 标注不确定性的边界,358,Inter-annotator disagreement 衡量两名标注者之间的一致性；annotator-vs-official-GT discrepancy 衡量人与数据集参考标注的差异；二者都不等于不可观测的真实 GT error。本文不从模型误差中扣除人工分歧，也不把 official GT 当作绝对真值。人工审计的作用是限制风险语言，而不是“校正”模型数字。,68d3869530701b26b50a45445cd0168a0c50d08e30415e82bc44891fddbc84a8,human annotation boundary,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C093,12 局限性,362,第一，严格主风险认证没有形成跨 evaluation units 的可部署成功，本文只能作为 measurement-only 研究。第二，SODA-A 的母景可以恢复，但既有数据角色在母景层交叉，正式保证只能是 tile/image-level。第三，没有找到同时满足未参与协议设计、full universe、provenance-clean、持久化完整和可复算要求的独立确认单元；现有确认性证据为空，不能通过更换标准或降低预算弥补。第四，固定剂量完整评测器网格因部分 raw predictions 未持久化而不完整，统一 AP@0.75 knee 尚未确认。第五，第三标注员没有提交真人结果，三人共识与仲裁尚未完成。第六，每数据集 200 个双标目标足以支持总体锚点和宽粒度比较，但不足以支撑稀有类别、精细 size-bin 因果效应或极端尾部。第七，本文覆盖的 detector-head units 具有代表性但不是所有旋转检测器的穷举，且分布漂移下的跨域保证不在本文证据范围内。,12d7edae492d160c6d10557c1f0917a3fe8028b0776ad0ded332194006b1f74f,full-evaluator AP,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C094,13 结论,366,本文建立了一套面向旋转目标检测的朝向可靠性测量协议。该协议以 le90 周期误差和 `ar>=2.1` 几何适用域为基础，用 $\delta_{0.75}(a)$ 定义形状归一化严重事件，以 NRC、AURC 和风险—覆盖曲线评价可靠性排序，并通过完整评测器区分 AP@0.5 与 AP@0.75 的朝向敏感性。图像、切片和母景审计显示，实例独立假设会显著夸大有效样本量；严格预算认证仍需独立、完整的生成链与确认单元；本文不据未闭合历史审计作认证结论。真人双标与 official GT 差异则说明，度级风险必须采用 label-noise-aware 语言。,03e9f8f6ad19e1158585c341057066c2c8b627152e334ced71de8c0a2712c904,full-evaluator AP,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C095,13 结论,368,因此，本文的贡献是可复算的测量定义、统计单位纠正、完整评测器敏感性审计及人工标注不确定性边界；历史认证审计仅作为未闭合的限制。它为后续旋转检测研究提出了一个更严格的问题：在不依赖目标域真值、不过度利用实例数量且保持实用覆盖的条件下，什么分数才能真正支持可认证的朝向选择？,aa323304dff6fed9f4c7f2df8536bb6d90d1ea35eea9a499d77ae76b30959540,human annotation boundary,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
